p:(0.593242,0.482821),h:1,n:84,cr:0.114292;
p:(0.184134,0.643395),h:0,n:0,cr:0;
p:(0.181951,0.60691),h:0,n:0,cr:0;
p:(0.179995,0.614602),h:0,n:0,cr:0;
p:(0.189489,0.600231),h:0,n:0,cr:0;
p:(0.198638,0.653534),h:0,n:0,cr:0;
p:(0.197476,0.662276),h:0,n:0,cr:0;
p:(0.167338,0.634131),h:0,n:0,cr:0;
p:(0.168282,0.635457),h:0,n:0,cr:0;
p:(0.156759,0.637396),h:0,n:0,cr:0;
p:(0.152132,0.640446),h:0,n:0,cr:0;
p:(0.164008,0.646294),h:0,n:0,cr:0;
p:(0.144533,0.641326),h:0,n:0,cr:0;
p:(0.143584,0.628056),h:0,n:0,cr:0;
p:(0.149722,0.595248),h:0,n:0,cr:0;
p:(0.151144,0.598689),h:0,n:0,cr:0;
p:(0.145492,0.593644),h:0,n:0,cr:0;
p:(0.160329,0.602403),h:0,n:0,cr:0;
p:(0.137568,0.606753),h:0,n:0,cr:0;
p:(0.151247,0.575312),h:0,n:0,cr:0;
p:(0.149738,0.578428),h:0,n:0,cr:0;
p:(0.146078,0.564216),h:0,n:0,cr:0;
p:(0.123945,0.571883),h:0,n:0,cr:0;
p:(0.124485,0.574818),h:0,n:0,cr:0;
p:(0.127343,0.565931),h:0,n:0,cr:0;
p:(0.117172,0.565706),h:0,n:0,cr:0;
p:(0.133706,0.584584),h:0,n:0,cr:0;
p:(0.238379,0.552403),h:0,n:0,cr:0;
p:(0.233574,0.557332),h:0,n:0,cr:0;
p:(0.252048,0.553766),h:0,n:0,cr:0;
p:(0.233006,0.537504),h:0,n:0,cr:0;
p:(0.237548,0.569521),h:0,n:0,cr:0;
p:(0.237094,0.571035),h:0,n:0,cr:0;
p:(0.247873,0.567361),h:0,n:0,cr:0;
p:(0.252287,0.53673),h:0,n:0,cr:0;
p:(0.216172,0.541566),h:0,n:0,cr:0;
p:(0.261401,0.575997),h:0,n:0,cr:0;
p:(0.260723,0.578321),h:0,n:0,cr:0;
p:(0.25847,0.568052),h:0,n:0,cr:0;
p:(0.254811,0.582154),h:0,n:0,cr:0;
p:(0.26786,0.565315),h:0,n:0,cr:0;
p:(0.277145,0.569839),h:0,n:0,cr:0;
p:(0.270245,0.591878),h:0,n:0,cr:0;
p:(0.244874,0.587591),h:0,n:0,cr:0;
p:(0.208856,0.615116),h:0,n:0,cr:0;
p:(0.207337,0.615636),h:0,n:0,cr:0;
p:(0.222604,0.618657),h:0,n:0,cr:0;
p:(0.220852,0.62427),h:0,n:0,cr:0;
p:(0.203229,0.599357),h:0,n:0,cr:0;
p:(0.226115,0.601452),h:0,n:0,cr:0;
p:(0.229099,0.602663),h:0,n:0,cr:0;
p:(0.223497,0.586521),h:0,n:0,cr:0;
p:(0.242102,0.620883),h:0,n:0,cr:0;
p:(0.208387,0.55812),h:0,n:0,cr:0;
p:(0.208793,0.559944),h:0,n:0,cr:0;
p:(0.213382,0.552281),h:0,n:0,cr:0;
p:(0.19931,0.560463),h:0,n:0,cr:0;
p:(0.198641,0.564362),h:0,n:0,cr:0;
p:(0.203483,0.566649),h:0,n:0,cr:0;
p:(0.204341,0.576977),h:0,n:0,cr:0;
p:(0.175646,0.538534),h:0,n:0,cr:0;
p:(0.177236,0.54511),h:0,n:0,cr:0;
p:(0.186485,0.544685),h:0,n:0,cr:0;
p:(0.179038,0.554396),h:0,n:0,cr:0;
p:(0.180953,0.580179),h:0,n:0,cr:0;
p:(0.18645,0.587804),h:0,n:0,cr:0;
p:(0.244052,0.668615),h:0,n:0,cr:0;
p:(0.244327,0.665316),h:0,n:0,cr:0;
p:(0.244439,0.661261),h:0,n:0,cr:0;
p:(0.260421,0.675458),h:0,n:0,cr:0;
p:(0.261146,0.679275),h:0,n:0,cr:0;
p:(0.227906,0.681094),h:0,n:0,cr:0;
p:(0.232448,0.682664),h:0,n:0,cr:0;
p:(0.244535,0.687998),h:0,n:0,cr:0;
p:(0.238775,0.690533),h:0,n:0,cr:0;
p:(0.228742,0.652022),h:0,n:0,cr:0;
p:(0.232764,0.654435),h:0,n:0,cr:0;
p:(0.234235,0.659872),h:0,n:0,cr:0;
p:(0.236975,0.641082),h:0,n:0,cr:0;
p:(0.277346,0.656063),h:0,n:0,cr:0;
p:(0.276674,0.661129),h:0,n:0,cr:0;
p:(0.265353,0.647296),h:0,n:0,cr:0;
p:(0.28445,0.674323),h:0,n:0,cr:0;
p:(0.275444,0.678019),h:0,n:0,cr:0;
p:(0.185715,0.694774),h:0,n:0,cr:0;
p:(0.186282,0.695649),h:0,n:0,cr:0;
p:(0.188224,0.692261),h:0,n:0,cr:0;
p:(0.181133,0.703623),h:0,n:0,cr:0;
p:(0.192467,0.675507),h:0,n:0,cr:0;
p:(0.970943,0.488413),h:0,n:0,cr:0;
p:(0.974151,0.495773),h:0,n:0,cr:0;
p:(0.970362,0.477629),h:0,n:0,cr:0;
p:(0.958715,0.488029),h:0,n:0,cr:0;
p:(0.955377,0.493824),h:0,n:0,cr:0;
p:(0.967183,0.504503),h:0,n:0,cr:0;
p:(0.963924,0.511329),h:0,n:0,cr:0;
p:(0.95905,0.502064),h:0,n:0,cr:0;
p:(0.996308,0.478856),h:0,n:0,cr:0;
p:(0.999023,0.480016),h:0,n:0,cr:0;
p:(0.993988,0.473373),h:0,n:0,cr:0;
p:(0.999952,0.485703),h:0,n:0,cr:0;
p:(0.997957,0.494741),h:0,n:0,cr:0;
p:(0.956057,0.469718),h:0,n:0,cr:0;
p:(0.998283,0.520899),h:0,n:0,cr:0;
p:(0.989414,0.522009),h:0,n:0,cr:0;
p:(0.910684,0.513534),h:0,n:0,cr:0;
p:(0.904234,0.515119),h:0,n:0,cr:0;
p:(0.918153,0.528704),h:0,n:0,cr:0;
p:(0.921954,0.539693),h:0,n:0,cr:0;
p:(0.899147,0.53034),h:0,n:0,cr:0;
p:(0.942275,0.510047),h:0,n:0,cr:0;
p:(0.931236,0.511269),h:0,n:0,cr:0;
p:(0.938842,0.523054),h:0,n:0,cr:0;
p:(0.95418,0.525401),h:0,n:0,cr:0;
p:(0.944136,0.551201),h:0,n:0,cr:0;
p:(0.94995,0.556539),h:0,n:0,cr:0;
p:(0.94907,0.564643),h:0,n:0,cr:0;
p:(0.946482,0.568286),h:0,n:0,cr:0;
p:(0.965771,0.542935),h:0,n:0,cr:0;
p:(0.957648,0.546277),h:0,n:0,cr:0;
p:(0.968166,0.53123),h:0,n:0,cr:0;
p:(0.900185,0.579292),h:0,n:0,cr:0;
p:(0.900241,0.583322),h:0,n:0,cr:0;
p:(0.893006,0.579292),h:0,n:0,cr:0;
p:(0.906065,0.571371),h:0,n:0,cr:0;
p:(0.917625,0.58108),h:0,n:0,cr:0;
p:(0.920116,0.560685),h:0,n:0,cr:0;
p:(0.917419,0.564463),h:0,n:0,cr:0;
p:(0.909246,0.551375),h:0,n:0,cr:0;
p:(0.89783,0.605793),h:0,n:0,cr:0;
p:(0.903705,0.608971),h:0,n:0,cr:0;
p:(0.904782,0.594063),h:0,n:0,cr:0;
p:(0.877314,0.606002),h:0,n:0,cr:0;
p:(0.882015,0.579699),h:0,n:0,cr:0;
p:(0.883092,0.581643),h:0,n:0,cr:0;
p:(0.881019,0.564734),h:0,n:0,cr:0;
p:(0.862457,0.589079),h:0,n:0,cr:0;
p:(0.866801,0.599377),h:0,n:0,cr:0;
p:(0.846868,0.586328),h:0,n:0,cr:0;
p:(0.842078,0.563055),h:0,n:0,cr:0;
p:(0.840672,0.566159),h:0,n:0,cr:0;
p:(0.860312,0.564506),h:0,n:0,cr:0;
p:(0.860581,0.574504),h:0,n:0,cr:0;
p:(0.863741,0.532816),h:0,n:0,cr:0;
p:(0.856746,0.536812),h:0,n:0,cr:0;
p:(0.869986,0.540341),h:0,n:0,cr:0;
p:(0.881687,0.54366),h:0,n:0,cr:0;
p:(0.875232,0.54848),h:0,n:0,cr:0;
p:(0.885738,0.533867),h:0,n:0,cr:0;
p:(0.962218,0.621335),h:0,n:0,cr:0;
p:(0.970722,0.622919),h:0,n:0,cr:0;
p:(0.953319,0.62883),h:0,n:0,cr:0;
p:(0.952877,0.631272),h:0,n:0,cr:0;
p:(0.979625,0.62144),h:0,n:0,cr:0;
p:(0.978015,0.625374),h:0,n:0,cr:0;
p:(0.9623,0.595977),h:0,n:0,cr:0;
p:(0.962029,0.59891),h:0,n:0,cr:0;
p:(0.972388,0.598241),h:0,n:0,cr:0;
p:(0.96606,0.607533),h:0,n:0,cr:0;
p:(0.967441,0.608968),h:0,n:0,cr:0;
p:(0.927699,0.604598),h:0,n:0,cr:0;
p:(0.933231,0.614332),h:0,n:0,cr:0;
p:(0.935942,0.625397),h:0,n:0,cr:0;
p:(0.969608,0.644249),h:0,n:0,cr:0;
p:(0.965863,0.650842),h:0,n:0,cr:0;
p:(0.971308,0.656638),h:0,n:0,cr:0;
p:(0.973809,0.656992),h:0,n:0,cr:0;
p:(0.962554,0.66767),h:0,n:0,cr:0;
p:(0.972457,0.677593),h:0,n:0,cr:0;
p:(0.995946,0.654618),h:0,n:0,cr:0;
p:(0.992632,0.655855),h:0,n:0,cr:0;
p:(0.997381,0.665825),h:0,n:0,cr:0;
p:(0.948589,0.649353),h:0,n:0,cr:0;
p:(0.951327,0.657063),h:0,n:0,cr:0;
p:(0.999083,0.624502),h:0,n:0,cr:0;
p:(0.963936,0.577204),h:0,n:0,cr:0;
p:(0.964711,0.579034),h:0,n:0,cr:0;
p:(0.963437,0.572564),h:0,n:0,cr:0;
p:(0.971693,0.584612),h:0,n:0,cr:0;
p:(0.974615,0.573355),h:0,n:0,cr:0;
p:(0.969293,0.575323),h:0,n:0,cr:0;
p:(0.987961,0.573317),h:0,n:0,cr:0;
p:(0.983792,0.551091),h:0,n:0,cr:0;
p:(0.984503,0.552901),h:0,n:0,cr:0;
p:(0.998146,0.556869),h:0,n:0,cr:0;
p:(0.992316,0.563814),h:0,n:0,cr:0;
p:(0.481733,0.415626),h:0,n:0,cr:0;
p:(0.485941,0.418392),h:0,n:0,cr:0;
p:(0.479155,0.410358),h:0,n:0,cr:0;
p:(0.497024,0.410779),h:0,n:0,cr:0;
p:(0.496337,0.421986),h:0,n:0,cr:0;
p:(0.487562,0.442728),h:0,n:0,cr:0;
p:(0.486938,0.453462),h:0,n:0,cr:0;
p:(0.474846,0.446665),h:0,n:0,cr:0;
p:(0.51542,0.412339),h:0,n:0,cr:0;
p:(0.516134,0.413733),h:0,n:0,cr:0;
p:(0.510286,0.410317),h:0,n:0,cr:0;
p:(0.515833,0.419902),h:0,n:0,cr:0;
p:(0.513213,0.420022),h:0,n:0,cr:0;
p:(0.521598,0.397251),h:0,n:0,cr:0;
p:(0.485708,0.371481),h:0,n:0,cr:0;
p:(0.483575,0.373584),h:0,n:0,cr:0;
p:(0.480266,0.377814),h:0,n:0,cr:0;
p:(0.482136,0.389618),h:0,n:0,cr:0;
p:(0.480252,0.3994),h:0,n:0,cr:0;
p:(0.495912,0.393559),h:0,n:0,cr:0;
p:(0.46359,0.406201),h:0,n:0,cr:0;
p:(0.470827,0.406801),h:0,n:0,cr:0;
p:(0.458452,0.412051),h:0,n:0,cr:0;
p:(0.510828,0.378761),h:0,n:0,cr:0;
p:(0.465183,0.431305),h:0,n:0,cr:0;
p:(0.464311,0.431951),h:0,n:0,cr:0;
p:(0.465593,0.430148),h:0,n:0,cr:0;
p:(0.440781,0.428158),h:0,n:0,cr:0;
p:(0.482781,0.488103),h:0,n:0,cr:0;
p:(0.475649,0.492743),h:0,n:0,cr:0;
p:(0.487658,0.497366),h:0,n:0,cr:0;
p:(0.477398,0.476906),h:0,n:0,cr:0;
p:(0.494435,0.475374),h:0,n:0,cr:0;
p:(0.509003,0.478904),h:0,n:0,cr:0;
p:(0.511003,0.44841),h:0,n:0,cr:0;
p:(0.516737,0.451883),h:0,n:0,cr:0;
p:(0.519056,0.466958),h:0,n:0,cr:0;
p:(0.528087,0.436446),h:0,n:0,cr:0;
p:(0.510891,0.495313),h:0,n:0,cr:0;
p:(0.518048,0.498345),h:0,n:0,cr:0;
p:(0.516014,0.507803),h:0,n:0,cr:0;
p:(0.528631,0.492928),h:0,n:0,cr:0;
p:(0.523997,0.496339),h:0,n:0,cr:0;
p:(0.53866,0.511566),h:0,n:0,cr:0;
p:(0.54484,0.516473),h:0,n:0,cr:0;
p:(0.531645,0.515558),h:0,n:0,cr:0;
p:(0.534706,0.517099),h:0,n:0,cr:0;
p:(0.426075,0.542121),h:0,n:0,cr:0;
p:(0.424384,0.543154),h:0,n:0,cr:0;
p:(0.43013,0.538355),h:0,n:0,cr:0;
p:(0.423674,0.547796),h:0,n:0,cr:0;
p:(0.419249,0.539051),h:0,n:0,cr:0;
p:(0.416324,0.550888),h:0,n:0,cr:0;
p:(0.413872,0.562035),h:0,n:0,cr:0;
p:(0.427299,0.560358),h:0,n:0,cr:0;
p:(0.440543,0.54919),h:0,n:0,cr:0;
p:(0.441778,0.552224),h:0,n:0,cr:0;
p:(0.439743,0.545069),h:0,n:0,cr:0;
p:(0.438138,0.553616),h:0,n:0,cr:0;
p:(0.435478,0.543103),h:0,n:0,cr:0;
p:(0.449145,0.549146),h:0,n:0,cr:0;
p:(0.443512,0.538398),h:0,n:0,cr:0;
p:(0.404588,0.539231),h:0,n:0,cr:0;
p:(0.4035,0.542764),h:0,n:0,cr:0;
p:(0.401486,0.54593),h:0,n:0,cr:0;
p:(0.39319,0.561771),h:0,n:0,cr:0;
p:(0.414863,0.512367),h:0,n:0,cr:0;
p:(0.417982,0.51677),h:0,n:0,cr:0;
p:(0.418507,0.526172),h:0,n:0,cr:0;
p:(0.446135,0.500326),h:0,n:0,cr:0;
p:(0.452286,0.501454),h:0,n:0,cr:0;
p:(0.439068,0.503333),h:0,n:0,cr:0;
p:(0.436908,0.48586),h:0,n:0,cr:0;
p:(0.443956,0.486356),h:0,n:0,cr:0;
p:(0.465265,0.497293),h:0,n:0,cr:0;
p:(0.463422,0.500739),h:0,n:0,cr:0;
p:(0.463933,0.489705),h:0,n:0,cr:0;
p:(0.476199,0.507023),h:0,n:0,cr:0;
p:(0.446228,0.527244),h:0,n:0,cr:0;
p:(0.437695,0.455428),h:0,n:0,cr:0;
p:(0.437905,0.459963),h:0,n:0,cr:0;
p:(0.44492,0.458035),h:0,n:0,cr:0;
p:(0.45216,0.476757),h:0,n:0,cr:0;
p:(0.449374,0.481353),h:0,n:0,cr:0;
p:(0.448117,0.473016),h:0,n:0,cr:0;
p:(0.460768,0.455484),h:0,n:0,cr:0;
p:(0.463872,0.456393),h:0,n:0,cr:0;
p:(0.817132,0.148996),h:0,n:0,cr:0;
p:(0.811078,0.153893),h:0,n:0,cr:0;
p:(0.810002,0.145444),h:0,n:0,cr:0;
p:(0.818531,0.157001),h:0,n:0,cr:0;
p:(0.800934,0.147741),h:0,n:0,cr:0;
p:(0.802285,0.158547),h:0,n:0,cr:0;
p:(0.788971,0.142432),h:0,n:0,cr:0;
p:(0.802574,0.131283),h:0,n:0,cr:0;
p:(0.788203,0.163631),h:0,n:0,cr:0;
p:(0.793436,0.169497),h:0,n:0,cr:0;
p:(0.782856,0.17021),h:0,n:0,cr:0;
p:(0.781441,0.153963),h:0,n:0,cr:0;
p:(0.808488,0.17612),h:0,n:0,cr:0;
p:(0.787532,0.111879),h:0,n:0,cr:0;
p:(0.7931,0.113591),h:0,n:0,cr:0;
p:(0.778844,0.108581),h:0,n:0,cr:0;
p:(0.78798,0.121733),h:0,n:0,cr:0;
p:(0.787692,0.130799),h:0,n:0,cr:0;
p:(0.800172,0.116852),h:0,n:0,cr:0;
p:(0.799589,0.120645),h:0,n:0,cr:0;
p:(0.795659,0.117356),h:0,n:0,cr:0;
p:(0.792104,0.10105),h:0,n:0,cr:0;
p:(0.827298,0.117631),h:0,n:0,cr:0;
p:(0.827811,0.12223),h:0,n:0,cr:0;
p:(0.836313,0.117219),h:0,n:0,cr:0;
p:(0.799834,0.0694627),h:0,n:0,cr:0;
p:(0.800052,0.071354),h:0,n:0,cr:0;
p:(0.801696,0.0643354),h:0,n:0,cr:0;
p:(0.79771,0.0768411),h:0,n:0,cr:0;
p:(0.80317,0.0567017),h:0,n:0,cr:0;
p:(0.813371,0.0595801),h:0,n:0,cr:0;
p:(0.787483,0.0630423),h:0,n:0,cr:0;
p:(0.815858,0.0728081),h:0,n:0,cr:0;
p:(0.863043,0.0658712),h:0,n:0,cr:0;
p:(0.866319,0.0720837),h:0,n:0,cr:0;
p:(0.859481,0.0835029),h:0,n:0,cr:0;
p:(0.854241,0.0995276),h:0,n:0,cr:0;
p:(0.833282,0.0870642),h:0,n:0,cr:0;
p:(0.830935,0.0876972),h:0,n:0,cr:0;
p:(0.837136,0.0885701),h:0,n:0,cr:0;
p:(0.84371,0.0733608),h:0,n:0,cr:0;
p:(0.82874,0.190228),h:0,n:0,cr:0;
p:(0.821063,0.19221),h:0,n:0,cr:0;
p:(0.837764,0.192418),h:0,n:0,cr:0;
p:(0.834694,0.197166),h:0,n:0,cr:0;
p:(0.83937,0.171038),h:0,n:0,cr:0;
p:(0.835767,0.17688),h:0,n:0,cr:0;
p:(0.843949,0.180172),h:0,n:0,cr:0;
p:(0.831794,0.156631),h:0,n:0,cr:0;
p:(0.836363,0.162353),h:0,n:0,cr:0;
p:(0.866497,0.173203),h:0,n:0,cr:0;
p:(0.85318,0.210595),h:0,n:0,cr:0;
p:(0.85395,0.216596),h:0,n:0,cr:0;
p:(0.838601,0.212083),h:0,n:0,cr:0;
p:(0.850111,0.193952),h:0,n:0,cr:0;
p:(0.805121,0.223257),h:0,n:0,cr:0;
p:(0.807719,0.230963),h:0,n:0,cr:0;
p:(0.81396,0.213862),h:0,n:0,cr:0;
p:(0.796087,0.20892),h:0,n:0,cr:0;
p:(0.778216,0.223504),h:0,n:0,cr:0;
p:(0.787173,0.226668),h:0,n:0,cr:0;
p:(0.766903,0.229959),h:0,n:0,cr:0;
p:(0.773726,0.237151),h:0,n:0,cr:0;
p:(0.790739,0.192809),h:0,n:0,cr:0;
p:(0.784665,0.195023),h:0,n:0,cr:0;
p:(0.790606,0.178712),h:0,n:0,cr:0;
p:(0.774456,0.0151885),h:0,n:0,cr:0;
p:(0.777369,0.0161706),h:0,n:0,cr:0;
p:(0.772652,0.0199976),h:0,n:0,cr:0;
p:(0.782147,0.016419),h:0,n:0,cr:0;
p:(0.780281,0.0243886),h:0,n:0,cr:0;
p:(0.792758,0.0148041),h:0,n:0,cr:0;
p:(0.784118,0.0341878),h:0,n:0,cr:0;
p:(0.760352,0.0325731),h:0,n:0,cr:0;
p:(0.768372,0.00423243),h:0,n:0,cr:0;
p:(0.764339,0.00655743),h:0,n:0,cr:0;
p:(0.765476,0.0151563),h:0,n:0,cr:0;
p:(0.748915,0.0114073),h:0,n:0,cr:0;
p:(0.75265,0.0122073),h:0,n:0,cr:0;
p:(0.741442,0.0147815),h:0,n:0,cr:0;
p:(0.736767,0.0280525),h:0,n:0,cr:0;
p:(0.731,0.0340727),h:0,n:0,cr:0;
p:(0.733689,0.0421251),h:0,n:0,cr:0;
p:(0.728874,0.0585177),h:0,n:0,cr:0;
p:(0.750584,0.0629716),h:0,n:0,cr:0;
p:(0.775446,0.0814044),h:0,n:0,cr:0;
p:(0.782144,0.0856162),h:0,n:0,cr:0;
p:(0.760894,0.0852692),h:0,n:0,cr:0;
p:(0.755045,0.0900583),h:0,n:0,cr:0;
p:(0.747901,0.0955968),h:0,n:0,cr:0;
p:(0.822649,0.0216887),h:0,n:0,cr:0;
p:(0.823019,0.0237326),h:0,n:0,cr:0;
p:(0.816166,0.0297616),h:0,n:0,cr:0;
p:(0.818628,0.0304778),h:0,n:0,cr:0;
p:(0.837311,0.0146749),h:0,n:0,cr:0;
p:(0.840997,0.0265495),h:0,n:0,cr:0;
p:(0.834038,0.0400752),h:0,n:0,cr:0;
p:(0.826064,0.0431985),h:0,n:0,cr:0;
p:(0.80867,0.00317417),h:0,n:0,cr:0;
p:(0.802261,0.00522107),h:0,n:0,cr:0;
p:(0.340375,0.291371),h:0,n:0,cr:0;
p:(0.343863,0.29886),h:0,n:0,cr:0;
p:(0.342332,0.280458),h:0,n:0,cr:0;
p:(0.328783,0.298486),h:0,n:0,cr:0;
p:(0.357671,0.303258),h:0,n:0,cr:0;
p:(0.357778,0.306304),h:0,n:0,cr:0;
p:(0.367441,0.314109),h:0,n:0,cr:0;
p:(0.334295,0.318182),h:0,n:0,cr:0;
p:(0.331696,0.318871),h:0,n:0,cr:0;
p:(0.323853,0.318911),h:0,n:0,cr:0;
p:(0.333174,0.331052),h:0,n:0,cr:0;
p:(0.342024,0.331081),h:0,n:0,cr:0;
p:(0.309611,0.29589),h:0,n:0,cr:0;
p:(0.303382,0.302137),h:0,n:0,cr:0;
p:(0.298998,0.288038),h:0,n:0,cr:0;
p:(0.319524,0.282811),h:0,n:0,cr:0;
p:(0.36358,0.248406),h:0,n:0,cr:0;
p:(0.364465,0.249824),h:0,n:0,cr:0;
p:(0.355064,0.247364),h:0,n:0,cr:0;
p:(0.36368,0.239178),h:0,n:0,cr:0;
p:(0.368374,0.25635),h:0,n:0,cr:0;
p:(0.352706,0.26927),h:0,n:0,cr:0;
p:(0.352736,0.264209),h:0,n:0,cr:0;
p:(0.345216,0.25313),h:0,n:0,cr:0;
p:(0.327882,0.256433),h:0,n:0,cr:0;
p:(0.326523,0.257763),h:0,n:0,cr:0;
p:(0.320816,0.255888),h:0,n:0,cr:0;
p:(0.336373,0.264489),h:0,n:0,cr:0;
p:(0.328875,0.270608),h:0,n:0,cr:0;
p:(0.384406,0.317909),h:0,n:0,cr:0;
p:(0.37978,0.318481),h:0,n:0,cr:0;
p:(0.387108,0.312858),h:0,n:0,cr:0;
p:(0.382648,0.30723),h:0,n:0,cr:0;
p:(0.376265,0.329169),h:0,n:0,cr:0;
p:(0.409219,0.298761),h:0,n:0,cr:0;
p:(0.401189,0.301856),h:0,n:0,cr:0;
p:(0.405232,0.324325),h:0,n:0,cr:0;
p:(0.408281,0.330736),h:0,n:0,cr:0;
p:(0.375219,0.287677),h:0,n:0,cr:0;
p:(0.398716,0.278035),h:0,n:0,cr:0;
p:(0.406967,0.279388),h:0,n:0,cr:0;
p:(0.402766,0.269461),h:0,n:0,cr:0;
p:(0.410872,0.260938),h:0,n:0,cr:0;
p:(0.382731,0.257101),h:0,n:0,cr:0;
p:(0.392725,0.260944),h:0,n:0,cr:0;
p:(0.398925,0.235317),h:0,n:0,cr:0;
p:(0.404153,0.239337),h:0,n:0,cr:0;
p:(0.382268,0.236481),h:0,n:0,cr:0;
p:(0.365101,0.188419),h:0,n:0,cr:0;
p:(0.360688,0.18952),h:0,n:0,cr:0;
p:(0.363682,0.182841),h:0,n:0,cr:0;
p:(0.368422,0.199354),h:0,n:0,cr:0;
p:(0.367881,0.176907),h:0,n:0,cr:0;
p:(0.376132,0.176929),h:0,n:0,cr:0;
p:(0.387287,0.193062),h:0,n:0,cr:0;
p:(0.38666,0.19605),h:0,n:0,cr:0;
p:(0.389243,0.198926),h:0,n:0,cr:0;
p:(0.390109,0.182728),h:0,n:0,cr:0;
p:(0.38858,0.185032),h:0,n:0,cr:0;
p:(0.399778,0.211816),h:0,n:0,cr:0;
p:(0.369436,0.219587),h:0,n:0,cr:0;
p:(0.374414,0.221508),h:0,n:0,cr:0;
p:(0.362378,0.222479),h:0,n:0,cr:0;
p:(0.482005,0.20149),h:0,n:0,cr:0;
p:(0.483633,0.204108),h:0,n:0,cr:0;
p:(0.472373,0.208706),h:0,n:0,cr:0;
p:(0.480051,0.214423),h:0,n:0,cr:0;
p:(0.49777,0.20869),h:0,n:0,cr:0;
p:(0.490925,0.213041),h:0,n:0,cr:0;
p:(0.506264,0.211474),h:0,n:0,cr:0;
p:(0.502941,0.191736),h:0,n:0,cr:0;
p:(0.495017,0.195403),h:0,n:0,cr:0;
p:(0.515419,0.187609),h:0,n:0,cr:0;
p:(0.462763,0.155163),h:0,n:0,cr:0;
p:(0.473288,0.161927),h:0,n:0,cr:0;
p:(0.449055,0.152084),h:0,n:0,cr:0;
p:(0.477084,0.148681),h:0,n:0,cr:0;
p:(0.467813,0.184062),h:0,n:0,cr:0;
p:(0.457461,0.200961),h:0,n:0,cr:0;
p:(0.421713,0.183662),h:0,n:0,cr:0;
p:(0.422254,0.186326),h:0,n:0,cr:0;
p:(0.428912,0.186855),h:0,n:0,cr:0;
p:(0.427522,0.197399),h:0,n:0,cr:0;
p:(0.427285,0.201433),h:0,n:0,cr:0;
p:(0.445678,0.173255),h:0,n:0,cr:0;
p:(0.471915,0.241859),h:0,n:0,cr:0;
p:(0.468746,0.243509),h:0,n:0,cr:0;
p:(0.477368,0.236914),h:0,n:0,cr:0;
p:(0.476195,0.224727),h:0,n:0,cr:0;
p:(0.491297,0.251402),h:0,n:0,cr:0;
p:(0.484851,0.257849),h:0,n:0,cr:0;
p:(0.477601,0.265149),h:0,n:0,cr:0;
p:(0.441528,0.241259),h:0,n:0,cr:0;
p:(0.441548,0.229803),h:0,n:0,cr:0;
p:(0.455405,0.233383),h:0,n:0,cr:0;
p:(0.422229,0.240143),h:0,n:0,cr:0;
p:(0.425384,0.246068),h:0,n:0,cr:0;
p:(0.793372,0.800854),h:0,n:0,cr:0;
p:(0.793347,0.805141),h:0,n:0,cr:0;
p:(0.787316,0.811138),h:0,n:0,cr:0;
p:(0.805282,0.811643),h:0,n:0,cr:0;
p:(0.815433,0.818141),h:0,n:0,cr:0;
p:(0.814228,0.797885),h:0,n:0,cr:0;
p:(0.810894,0.801964),h:0,n:0,cr:0;
p:(0.815887,0.789379),h:0,n:0,cr:0;
p:(0.831948,0.803024),h:0,n:0,cr:0;
p:(0.832306,0.811308),h:0,n:0,cr:0;
p:(0.844487,0.807577),h:0,n:0,cr:0;
p:(0.843451,0.811163),h:0,n:0,cr:0;
p:(0.83226,0.82907),h:0,n:0,cr:0;
p:(0.834155,0.830575),h:0,n:0,cr:0;
p:(0.789948,0.776671),h:0,n:0,cr:0;
p:(0.79635,0.781415),h:0,n:0,cr:0;
p:(0.803902,0.777418),h:0,n:0,cr:0;
p:(0.8056,0.84547),h:0,n:0,cr:0;
p:(0.802064,0.852305),h:0,n:0,cr:0;
p:(0.809807,0.854547),h:0,n:0,cr:0;
p:(0.792016,0.854476),h:0,n:0,cr:0;
p:(0.78682,0.856777),h:0,n:0,cr:0;
p:(0.799207,0.862584),h:0,n:0,cr:0;
p:(0.822903,0.852096),h:0,n:0,cr:0;
p:(0.814198,0.8752),h:0,n:0,cr:0;
p:(0.805439,0.882474),h:0,n:0,cr:0;
p:(0.759695,0.853017),h:0,n:0,cr:0;
p:(0.77065,0.856357),h:0,n:0,cr:0;
p:(0.776598,0.838679),h:0,n:0,cr:0;
p:(0.778518,0.864937),h:0,n:0,cr:0;
p:(0.781945,0.703231),h:0,n:0,cr:0;
p:(0.777112,0.709412),h:0,n:0,cr:0;
p:(0.790401,0.703215),h:0,n:0,cr:0;
p:(0.772247,0.702009),h:0,n:0,cr:0;
p:(0.778576,0.720992),h:0,n:0,cr:0;
p:(0.778447,0.726413),h:0,n:0,cr:0;
p:(0.754315,0.709618),h:0,n:0,cr:0;
p:(0.758663,0.734237),h:0,n:0,cr:0;
p:(0.762383,0.735167),h:0,n:0,cr:0;
p:(0.767147,0.732328),h:0,n:0,cr:0;
p:(0.747262,0.730622),h:0,n:0,cr:0;
p:(0.744668,0.734136),h:0,n:0,cr:0;
p:(0.818603,0.74899),h:0,n:0,cr:0;
p:(0.818208,0.749984),h:0,n:0,cr:0;
p:(0.81531,0.751918),h:0,n:0,cr:0;
p:(0.814124,0.747365),h:0,n:0,cr:0;
