p:(0.460652,0.471639),h:3,n:3,cr:0.744007;
p:(0.522729,0.79092),h:0,n:0,cr:0;
p:(0.44902,0.815905),h:0,n:0,cr:0;
p:(0.526061,0.810791),h:0,n:0,cr:0;
p:(0.523271,0.821779),h:0,n:0,cr:0;
p:(0.485337,0.844667),h:0,n:0,cr:0;
p:(0.553791,0.824041),h:0,n:0,cr:0;
p:(0.485059,0.833099),h:0,n:0,cr:0;
p:(0.515835,0.806963),h:0,n:0,cr:0;
p:(0.470211,0.784929),h:0,n:0,cr:0;
p:(0.526173,0.820428),h:0,n:0,cr:0;
p:(0.453673,0.769301),h:0,n:0,cr:0;
p:(0.46481,0.82763),h:0,n:0,cr:0;
p:(0.489089,0.793305),h:0,n:0,cr:0;
p:(0.465249,0.782753),h:0,n:0,cr:0;
p:(0.495131,0.818737),h:0,n:0,cr:0;
p:(0.476422,0.81369),h:0,n:0,cr:0;
p:(0.470399,0.773755),h:0,n:0,cr:0;
p:(0.503398,0.797059),h:0,n:0,cr:0;
p:(0.532054,0.817455),h:0,n:0,cr:0;
p:(0.466084,0.822095),h:0,n:0,cr:0;
p:(0.512847,0.81784),h:0,n:0,cr:0;
p:(0.507122,0.800362),h:0,n:0,cr:0;
p:(0.488849,0.856492),h:0,n:0,cr:0;
p:(0.50714,0.824216),h:0,n:0,cr:0;
p:(0.490034,0.85602),h:0,n:0,cr:0;
p:(0.54581,0.820363),h:0,n:0,cr:0;
p:(0.505189,0.808926),h:0,n:0,cr:0;
p:(0.465329,0.786007),h:0,n:0,cr:0;
p:(0.462248,0.803899),h:0,n:0,cr:0;
p:(0.467021,0.806758),h:0,n:0,cr:0;
p:(0.494375,0.826412),h:0,n:0,cr:0;
p:(0.515052,0.78987),h:0,n:0,cr:0;
p:(0.466761,0.769966),h:0,n:0,cr:0;
p:(0.541835,0.831465),h:0,n:0,cr:0;
p:(0.485283,0.835534),h:0,n:0,cr:0;
p:(0.473431,0.789082),h:0,n:0,cr:0;
p:(0.505795,0.787469),h:0,n:0,cr:0;
p:(0.548702,0.828651),h:0,n:0,cr:0;
p:(0.499703,0.835595),h:0,n:0,cr:0;
p:(0.495073,0.821236),h:0,n:0,cr:0;
p:(0.483172,0.791287),h:0,n:0,cr:0;
p:(0.46859,0.796671),h:0,n:0,cr:0;
p:(0.499533,0.825451),h:0,n:0,cr:0;
p:(0.475432,0.776201),h:0,n:0,cr:0;
p:(0.533026,0.823648),h:0,n:0,cr:0;
p:(0.464493,0.756052),h:0,n:0,cr:0;
p:(0.491686,0.80354),h:0,n:0,cr:0;
p:(0.461985,0.77717),h:0,n:0,cr:0;
p:(0.481492,0.821403),h:0,n:0,cr:0;
p:(0.505307,0.85606),h:0,n:0,cr:0;
p:(0.472546,0.768096),h:0,n:0,cr:0;
p:(0.506482,0.79078),h:0,n:0,cr:0;
p:(0.481946,0.798413),h:0,n:0,cr:0;
p:(0.997799,0.0540576),h:0,n:0,cr:0;
p:(0.984363,0.00357857),h:0,n:0,cr:0;
p:(0.946925,0.0138663),h:0,n:0,cr:0;
p:(0.923381,0.0433947),h:0,n:0,cr:0;
p:(0.958753,0.0885283),h:0,n:0,cr:0;
p:(0.933176,0.0894297),h:0,n:0,cr:0;
p:(0.946527,0.0331482),h:0,n:0,cr:0;
p:(0.995912,0.113274),h:0,n:0,cr:0;
p:(0.974398,0.0434146),h:0,n:0,cr:0;
p:(0.985593,0.0320382),h:0,n:0,cr:0;
p:(0.952308,0.0744578),h:0,n:0,cr:0;
p:(0.994635,0.0687289),h:0,n:0,cr:0;
p:(0.981593,0.0584611),h:0,n:0,cr:0;
p:(0.927367,0.00798011),h:0,n:0,cr:0;
p:(0.941527,0.0241466),h:0,n:0,cr:0;
p:(0.982602,0.0609558),h:0,n:0,cr:0;
p:(0.95792,0.00369629),h:0,n:0,cr:0;
p:(0.975679,0.0948584),h:0,n:0,cr:0;
p:(0.993906,0.0365761),h:0,n:0,cr:0;
p:(0.963299,0.0628894),h:0,n:0,cr:0;
p:(0.988194,0.0258086),h:0,n:0,cr:0;
p:(0.94874,0.037574),h:0,n:0,cr:0;
p:(0.9935,0.0323602),h:0,n:0,cr:0;
p:(0.971799,0.0414966),h:0,n:0,cr:0;
p:(0.975751,0.00317807),h:0,n:0,cr:0;
p:(0.995953,0.0545327),h:0,n:0,cr:0;
p:(0.943879,0.0980162),h:0,n:0,cr:0;
p:(0.968577,0.060453),h:0,n:0,cr:0;
p:(0.929904,0.0176915),h:0,n:0,cr:0;
p:(0.936585,0.0486854),h:0,n:0,cr:0;
p:(0.93332,0.0700364),h:0,n:0,cr:0;
p:(0.981662,0.114637),h:0,n:0,cr:0;
p:(0.954139,0.0460808),h:0,n:0,cr:0;
p:(0.99273,0.0457501),h:0,n:0,cr:0;
p:(0.934487,0.0678576),h:0,n:0,cr:0;
p:(0.994226,0.0940519),h:0,n:0,cr:0;
p:(0.930664,0.0287857),h:0,n:0,cr:0;
p:(0.94353,0.0651579),h:0,n:0,cr:0;
p:(0.971657,0.11165),h:0,n:0,cr:0;
p:(0.959466,0.0319623),h:0,n:0,cr:0;
p:(0.943327,0.0877561),h:0,n:0,cr:0;
p:(0.942475,0.0780844),h:0,n:0,cr:0;
p:(0.969061,0.0418795),h:0,n:0,cr:0;
p:(0.967927,0.09028),h:0,n:0,cr:0;
p:(0.978948,0.0264992),h:0,n:0,cr:0;
p:(0.973025,0.0426006),h:0,n:0,cr:0;
p:(0.960573,0.0148949),h:0,n:0,cr:0;
p:(0.922559,0.0135092),h:0,n:0,cr:0;
p:(0.977794,0.0565048),h:0,n:0,cr:0;
p:(0.948546,0.070584),h:0,n:0,cr:0;
p:(0.943709,0.0245919),h:0,n:0,cr:0;
p:(0.952579,0.0204384),h:0,n:0,cr:0;
p:(0.932476,0.0909957),h:0,n:0,cr:0;
p:(0.964055,0.0114746),h:0,n:0,cr:0;
p:(0.929556,0.0219707),h:0,n:0,cr:0;
p:(0.968357,0.0414489),h:0,n:0,cr:0;
p:(0.950937,0.0862603),h:0,n:0,cr:0;
p:(0.995006,0.120994),h:0,n:0,cr:0;
p:(0.962316,0.0461399),h:0,n:0,cr:0;
p:(0.98903,0.10154),h:0,n:0,cr:0;
p:(0.900998,0.00803216),h:0,n:0,cr:0;
p:(0.932086,0.0478229),h:0,n:0,cr:0;
p:(0.95625,0.0776122),h:0,n:0,cr:0;
p:(0.57943,0.452576),h:0,n:0,cr:0;
p:(0.557561,0.426199),h:0,n:0,cr:0;
p:(0.584585,0.476355),h:0,n:0,cr:0;
p:(0.545784,0.46125),h:0,n:0,cr:0;
p:(0.527017,0.50148),h:0,n:0,cr:0;
p:(0.599573,0.474687),h:0,n:0,cr:0;
p:(0.578825,0.455477),h:0,n:0,cr:0;
p:(0.539549,0.417313),h:0,n:0,cr:0;
p:(0.544834,0.44074),h:0,n:0,cr:0;
p:(0.580368,0.492141),h:0,n:0,cr:0;
p:(0.568665,0.437569),h:0,n:0,cr:0;
p:(0.527146,0.493976),h:0,n:0,cr:0;
p:(0.559327,0.465008),h:0,n:0,cr:0;
p:(0.577805,0.453473),h:0,n:0,cr:0;
p:(0.542973,0.462912),h:0,n:0,cr:0;
p:(0.554696,0.423765),h:0,n:0,cr:0;
p:(0.566928,0.477136),h:0,n:0,cr:0;
p:(0.535854,0.505544),h:0,n:0,cr:0;
p:(0.537178,0.453228),h:0,n:0,cr:0;
p:(0.535565,0.443395),h:0,n:0,cr:0;
p:(0.564952,0.47195),h:0,n:0,cr:0;
p:(0.54095,0.489694),h:0,n:0,cr:0;
p:(0.559558,0.464007),h:0,n:0,cr:0;
p:(0.542287,0.462131),h:0,n:0,cr:0;
p:(0.538885,0.417388),h:0,n:0,cr:0;
p:(0.539706,0.442547),h:0,n:0,cr:0;
p:(0.56825,0.478384),h:0,n:0,cr:0;
p:(0.543281,0.472148),h:0,n:0,cr:0;
p:(0.530478,0.509767),h:0,n:0,cr:0;
p:(0.555545,0.459434),h:0,n:0,cr:0;
p:(0.605204,0.479851),h:0,n:0,cr:0;
p:(0.530833,0.443256),h:0,n:0,cr:0;
p:(0.528506,0.480896),h:0,n:0,cr:0;
p:(0.577612,0.454704),h:0,n:0,cr:0;
p:(0.566576,0.49035),h:0,n:0,cr:0;
p:(0.56104,0.45688),h:0,n:0,cr:0;
p:(0.545905,0.451466),h:0,n:0,cr:0;
p:(0.569377,0.448557),h:0,n:0,cr:0;
p:(0.582016,0.488644),h:0,n:0,cr:0;
p:(0.596907,0.479357),h:0,n:0,cr:0;
p:(0.581062,0.486693),h:0,n:0,cr:0;
p:(0.528879,0.451513),h:0,n:0,cr:0;
p:(0.535929,0.47451),h:0,n:0,cr:0;
p:(0.550059,0.457008),h:0,n:0,cr:0;
p:(0.589,0.474732),h:0,n:0,cr:0;
p:(0.577503,0.473827),h:0,n:0,cr:0;
p:(0.570937,0.487435),h:0,n:0,cr:0;
p:(0.581487,0.483449),h:0,n:0,cr:0;
p:(0.556444,0.416501),h:0,n:0,cr:0;
p:(0.582682,0.446743),h:0,n:0,cr:0;
p:(0.539413,0.406615),h:0,n:0,cr:0;
p:(0.599291,0.448322),h:0,n:0,cr:0;
p:(0.579765,0.408417),h:0,n:0,cr:0;
p:(0.613046,0.442789),h:0,n:0,cr:0;
p:(0.622214,0.387011),h:0,n:0,cr:0;
p:(0.584121,0.446622),h:0,n:0,cr:0;
p:(0.569198,0.396091),h:0,n:0,cr:0;
p:(0.551415,0.410222),h:0,n:0,cr:0;
p:(0.598032,0.431918),h:0,n:0,cr:0;
p:(0.591477,0.373561),h:0,n:0,cr:0;
p:(0.592542,0.448542),h:0,n:0,cr:0;
p:(0.550413,0.413929),h:0,n:0,cr:0;
p:(0.617585,0.392505),h:0,n:0,cr:0;
p:(0.589408,0.43894),h:0,n:0,cr:0;
p:(0.615682,0.383425),h:0,n:0,cr:0;
p:(0.579672,0.435588),h:0,n:0,cr:0;
p:(0.578958,0.43695),h:0,n:0,cr:0;
p:(0.60641,0.37562),h:0,n:0,cr:0;
p:(0.589939,0.384633),h:0,n:0,cr:0;
p:(0.608278,0.378122),h:0,n:0,cr:0;
p:(0.560867,0.375821),h:0,n:0,cr:0;
p:(0.599167,0.45625),h:0,n:0,cr:0;
p:(0.610399,0.392399),h:0,n:0,cr:0;
p:(0.576769,0.437947),h:0,n:0,cr:0;
p:(0.611873,0.37927),h:0,n:0,cr:0;
p:(0.58231,0.383502),h:0,n:0,cr:0;
p:(0.588266,0.394859),h:0,n:0,cr:0;
p:(0.559039,0.421299),h:0,n:0,cr:0;
p:(0.558489,0.419342),h:0,n:0,cr:0;
p:(0.592159,0.434551),h:0,n:0,cr:0;
p:(0.550721,0.389608),h:0,n:0,cr:0;
p:(0.595531,0.38748),h:0,n:0,cr:0;
p:(0.614276,0.420406),h:0,n:0,cr:0;
p:(0.541542,0.402638),h:0,n:0,cr:0;
p:(0.571959,0.380283),h:0,n:0,cr:0;
p:(0.571873,0.427244),h:0,n:0,cr:0;
p:(0.604962,0.459836),h:0,n:0,cr:0;
p:(0.59676,0.366536),h:0,n:0,cr:0;
p:(0.558127,0.3926),h:0,n:0,cr:0;
p:(0.593207,0.452389),h:0,n:0,cr:0;
p:(0.573279,0.379976),h:0,n:0,cr:0;
p:(0.606286,0.392341),h:0,n:0,cr:0;
p:(0.593458,0.388965),h:0,n:0,cr:0;
p:(0.613068,0.399197),h:0,n:0,cr:0;
p:(0.592087,0.427699),h:0,n:0,cr:0;
p:(0.207257,0.994196),h:0,n:0,cr:0;
p:(0.206047,0.965882),h:0,n:0,cr:0;
p:(0.164617,0.987547),h:0,n:0,cr:0;
p:(0.215638,0.992768),h:0,n:0,cr:0;
p:(0.176179,0.950714),h:0,n:0,cr:0;
p:(0.220459,0.974202),h:0,n:0,cr:0;
p:(0.160982,0.97061),h:0,n:0,cr:0;
p:(0.140033,0.978229),h:0,n:0,cr:0;
p:(0.238445,0.998525),h:0,n:0,cr:0;
p:(0.217858,0.989175),h:0,n:0,cr:0;
p:(0.156662,0.971783),h:0,n:0,cr:0;
p:(0.180745,0.958775),h:0,n:0,cr:0;
p:(0.189341,0.957028),h:0,n:0,cr:0;
p:(0.145992,0.976479),h:0,n:0,cr:0;
p:(0.175224,0.955935),h:0,n:0,cr:0;
p:(0.179192,0.948254),h:0,n:0,cr:0;
p:(0.135565,0.984486),h:0,n:0,cr:0;
p:(0.214982,0.983839),h:0,n:0,cr:0;
p:(0.230086,0.990427),h:0,n:0,cr:0;
p:(0.172189,0.972215),h:0,n:0,cr:0;
p:(0.173579,0.95764),h:0,n:0,cr:0;
p:(0.181714,0.989116),h:0,n:0,cr:0;
p:(0.179354,0.946501),h:0,n:0,cr:0;
p:(0.210306,0.985531),h:0,n:0,cr:0;
p:(0.227432,0.986926),h:0,n:0,cr:0;
p:(0.183969,0.966641),h:0,n:0,cr:0;
p:(0.177345,0.954996),h:0,n:0,cr:0;
p:(0.178808,0.97056),h:0,n:0,cr:0;
p:(0.170282,0.987842),h:0,n:0,cr:0;
p:(0.190049,0.997598),h:0,n:0,cr:0;
p:(0.169724,0.949326),h:0,n:0,cr:0;
p:(0.138975,0.981652),h:0,n:0,cr:0;
p:(0.204448,0.967249),h:0,n:0,cr:0;
p:(0.227422,0.989091),h:0,n:0,cr:0;
p:(0.144887,0.989998),h:0,n:0,cr:0;
p:(0.206245,0.988158),h:0,n:0,cr:0;
p:(0.130046,0.988941),h:0,n:0,cr:0;
p:(0.212064,0.968683),h:0,n:0,cr:0;
p:(0.146306,0.988063),h:0,n:0,cr:0;
p:(0.23828,0.970634),h:0,n:0,cr:0;
p:(0.233119,0.926576),h:0,n:0,cr:0;
p:(0.261883,0.943081),h:0,n:0,cr:0;
p:(0.251974,0.970693),h:0,n:0,cr:0;
p:(0.235245,0.944697),h:0,n:0,cr:0;
p:(0.226866,0.967726),h:0,n:0,cr:0;
p:(0.258368,0.974037),h:0,n:0,cr:0;
p:(0.262371,0.958293),h:0,n:0,cr:0;
p:(0.270209,0.962342),h:0,n:0,cr:0;
p:(0.223338,0.945654),h:0,n:0,cr:0;
p:(0.233338,0.979317),h:0,n:0,cr:0;
p:(0.250052,0.994895),h:0,n:0,cr:0;
p:(0.270153,0.950284),h:0,n:0,cr:0;
p:(0.229891,0.923659),h:0,n:0,cr:0;
p:(0.236846,0.969017),h:0,n:0,cr:0;
p:(0.261198,0.967871),h:0,n:0,cr:0;
p:(0.251489,0.99883),h:0,n:0,cr:0;
p:(0.21972,0.919933),h:0,n:0,cr:0;
p:(0.227057,0.92606),h:0,n:0,cr:0;
p:(0.262438,0.968228),h:0,n:0,cr:0;
p:(0.254972,0.972832),h:0,n:0,cr:0;
p:(0.245364,0.962094),h:0,n:0,cr:0;
p:(0.246323,0.981057),h:0,n:0,cr:0;
p:(0.266455,0.953072),h:0,n:0,cr:0;
p:(0.197672,0.938896),h:0,n:0,cr:0;
p:(0.217816,0.941029),h:0,n:0,cr:0;
p:(0.232009,0.963463),h:0,n:0,cr:0;
p:(0.209376,0.918629),h:0,n:0,cr:0;
p:(0.2073,0.922454),h:0,n:0,cr:0;
p:(0.251667,0.998072),h:0,n:0,cr:0;
p:(0.234042,0.953816),h:0,n:0,cr:0;
p:(0.253477,0.99827),h:0,n:0,cr:0;
p:(0.219327,0.959851),h:0,n:0,cr:0;
p:(0.235525,0.982408),h:0,n:0,cr:0;
p:(0.23862,0.927079),h:0,n:0,cr:0;
p:(0.267709,0.992753),h:0,n:0,cr:0;
p:(0.2426,0.946797),h:0,n:0,cr:0;
p:(0.253162,0.946835),h:0,n:0,cr:0;
p:(0.209678,0.942458),h:0,n:0,cr:0;
p:(0.267339,0.943367),h:0,n:0,cr:0;
p:(0.25177,0.934942),h:0,n:0,cr:0;
p:(0.666557,0.288778),h:0,n:0,cr:0;
p:(0.653305,0.31323),h:0,n:0,cr:0;
p:(0.654029,0.323983),h:0,n:0,cr:0;
p:(0.627219,0.292555),h:0,n:0,cr:0;
p:(0.633988,0.320857),h:0,n:0,cr:0;
p:(0.637161,0.286825),h:0,n:0,cr:0;
p:(0.652942,0.284309),h:0,n:0,cr:0;
p:(0.642222,0.308374),h:0,n:0,cr:0;
p:(0.632429,0.290436),h:0,n:0,cr:0;
p:(0.629307,0.297067),h:0,n:0,cr:0;
p:(0.678359,0.314873),h:0,n:0,cr:0;
p:(0.676581,0.285341),h:0,n:0,cr:0;
p:(0.67161,0.302247),h:0,n:0,cr:0;
p:(0.669004,0.282949),h:0,n:0,cr:0;
p:(0.617802,0.305254),h:0,n:0,cr:0;
p:(0.672655,0.308837),h:0,n:0,cr:0;
p:(0.621032,0.328038),h:0,n:0,cr:0;
p:(0.636862,0.300796),h:0,n:0,cr:0;
p:(0.668184,0.278123),h:0,n:0,cr:0;
p:(0.648788,0.296586),h:0,n:0,cr:0;
p:(0.678198,0.283542),h:0,n:0,cr:0;
p:(0.673706,0.284206),h:0,n:0,cr:0;
p:(0.682784,0.313128),h:0,n:0,cr:0;
p:(0.623817,0.312109),h:0,n:0,cr:0;
p:(0.651605,0.290335),h:0,n:0,cr:0;
p:(0.695674,0.279169),h:0,n:0,cr:0;
p:(0.625898,0.32973),h:0,n:0,cr:0;
p:(0.65083,0.27704),h:0,n:0,cr:0;
p:(0.687865,0.303774),h:0,n:0,cr:0;
p:(0.690901,0.291624),h:0,n:0,cr:0;
p:(0.645542,0.301354),h:0,n:0,cr:0;
p:(0.682959,0.274658),h:0,n:0,cr:0;
p:(0.629871,0.32773),h:0,n:0,cr:0;
p:(0.722302,0.294129),h:0,n:0,cr:0;
p:(0.646006,0.298956),h:0,n:0,cr:0;
p:(0.643934,0.29008),h:0,n:0,cr:0;
p:(0.661705,0.29226),h:0,n:0,cr:0;
p:(0.616352,0.305502),h:0,n:0,cr:0;
p:(0.653516,0.294015),h:0,n:0,cr:0;
p:(0.70062,0.316867),h:0,n:0,cr:0;
p:(0.730729,0.328374),h:0,n:0,cr:0;
p:(0.697848,0.31195),h:0,n:0,cr:0;
p:(0.699787,0.327616),h:0,n:0,cr:0;
p:(0.703186,0.332892),h:0,n:0,cr:0;
p:(0.673648,0.323852),h:0,n:0,cr:0;
p:(0.74969,0.304075),h:0,n:0,cr:0;
p:(0.747942,0.30508),h:0,n:0,cr:0;
p:(0.738023,0.314397),h:0,n:0,cr:0;
p:(0.719004,0.309771),h:0,n:0,cr:0;
p:(0.715065,0.332238),h:0,n:0,cr:0;
p:(0.670152,0.342262),h:0,n:0,cr:0;
p:(0.648511,0.335551),h:0,n:0,cr:0;
p:(0.653445,0.327525),h:0,n:0,cr:0;
p:(0.653475,0.330728),h:0,n:0,cr:0;
p:(0.718636,0.319846),h:0,n:0,cr:0;
p:(0.742907,0.318915),h:0,n:0,cr:0;
p:(0.751847,0.314225),h:0,n:0,cr:0;
p:(0.693587,0.346891),h:0,n:0,cr:0;
p:(0.663507,0.343268),h:0,n:0,cr:0;
p:(0.727456,0.308774),h:0,n:0,cr:0;
p:(0.741091,0.332506),h:0,n:0,cr:0;
p:(0.676984,0.338261),h:0,n:0,cr:0;
p:(0.724559,0.342275),h:0,n:0,cr:0;
p:(0.676014,0.333403),h:0,n:0,cr:0;
p:(0.735904,0.318965),h:0,n:0,cr:0;
p:(0.728655,0.342652),h:0,n:0,cr:0;
p:(0.703922,0.340648),h:0,n:0,cr:0;
p:(0.656648,0.34399),h:0,n:0,cr:0;
p:(0.755305,0.30768),h:0,n:0,cr:0;
p:(0.656576,0.328768),h:0,n:0,cr:0;
p:(0.723039,0.346324),h:0,n:0,cr:0;
p:(0.647541,0.336311),h:0,n:0,cr:0;
p:(0.718943,0.332657),h:0,n:0,cr:0;
p:(0.719414,0.337192),h:0,n:0,cr:0;
p:(0.73356,0.327226),h:0,n:0,cr:0;
p:(0.633379,0.337236),h:0,n:0,cr:0;
p:(0.636757,0.334283),h:0,n:0,cr:0;
p:(0.668231,0.347506),h:0,n:0,cr:0;
p:(0.724222,0.318746),h:0,n:0,cr:0;
p:(0.738389,0.308978),h:0,n:0,cr:0;
p:(0.735482,0.322992),h:0,n:0,cr:0;
p:(0.699189,0.315563),h:0,n:0,cr:0;
p:(0.740413,0.307189),h:0,n:0,cr:0;
p:(0.69547,0.329427),h:0,n:0,cr:0;
p:(0.630145,0.344051),h:0,n:0,cr:0;
p:(0.689032,0.348243),h:0,n:0,cr:0;
p:(0.733575,0.303207),h:0,n:0,cr:0;
p:(0.70949,0.339715),h:0,n:0,cr:0;
p:(0.723236,0.324392),h:0,n:0,cr:0;
p:(0.676662,0.328925),h:0,n:0,cr:0;
p:(0.723596,0.318509),h:0,n:0,cr:0;
p:(0.641951,0.345698),h:0,n:0,cr:0;
p:(0.729398,0.225236),h:0,n:0,cr:0;
p:(0.7053,0.232565),h:0,n:0,cr:0;
p:(0.692542,0.272133),h:0,n:0,cr:0;
p:(0.717047,0.275933),h:0,n:0,cr:0;
p:(0.690575,0.26889),h:0,n:0,cr:0;
p:(0.686925,0.262086),h:0,n:0,cr:0;
p:(0.695717,0.256083),h:0,n:0,cr:0;
p:(0.724531,0.248423),h:0,n:0,cr:0;
p:(0.707449,0.225397),h:0,n:0,cr:0;
p:(0.706064,0.22727),h:0,n:0,cr:0;
p:(0.714181,0.276719),h:0,n:0,cr:0;
p:(0.728161,0.269631),h:0,n:0,cr:0;
p:(0.689829,0.267625),h:0,n:0,cr:0;
p:(0.714132,0.225524),h:0,n:0,cr:0;
p:(0.733461,0.28082),h:0,n:0,cr:0;
p:(0.697323,0.247313),h:0,n:0,cr:0;
p:(0.734666,0.264341),h:0,n:0,cr:0;
p:(0.727884,0.259391),h:0,n:0,cr:0;
p:(0.703076,0.269692),h:0,n:0,cr:0;
p:(0.668263,0.256095),h:0,n:0,cr:0;
p:(0.719596,0.22545),h:0,n:0,cr:0;
p:(0.687442,0.260068),h:0,n:0,cr:0;
p:(0.721446,0.221472),h:0,n:0,cr:0;
p:(0.687048,0.225036),h:0,n:0,cr:0;
p:(0.740438,0.202213),h:0,n:0,cr:0;
p:(0.703571,0.220679),h:0,n:0,cr:0;
p:(0.731938,0.188752),h:0,n:0,cr:0;
p:(0.701954,0.21723),h:0,n:0,cr:0;
p:(0.724876,0.195007),h:0,n:0,cr:0;
p:(0.727082,0.188465),h:0,n:0,cr:0;
p:(0.717514,0.191751),h:0,n:0,cr:0;
p:(0.728383,0.20165),h:0,n:0,cr:0;
p:(0.7438,0.174897),h:0,n:0,cr:0;
p:(0.726115,0.187688),h:0,n:0,cr:0;
p:(0.732464,0.21596),h:0,n:0,cr:0;
p:(0.712031,0.205411),h:0,n:0,cr:0;
p:(0.738672,0.202867),h:0,n:0,cr:0;
p:(0.739347,0.184385),h:0,n:0,cr:0;
p:(0.714238,0.213709),h:0,n:0,cr:0;
p:(0.731186,0.194727),h:0,n:0,cr:0;
p:(0.728212,0.200321),h:0,n:0,cr:0;
p:(0.752479,0.297933),h:0,n:0,cr:0;
p:(0.74673,0.277214),h:0,n:0,cr:0;
p:(0.744056,0.267567),h:0,n:0,cr:0;
p:(0.746075,0.224164),h:0,n:0,cr:0;
p:(0.734831,0.280593),h:0,n:0,cr:0;
p:(0.767615,0.230689),h:0,n:0,cr:0;
p:(0.745165,0.249216),h:0,n:0,cr:0;
p:(0.743768,0.260831),h:0,n:0,cr:0;
p:(0.767801,0.268848),h:0,n:0,cr:0;
p:(0.744726,0.250525),h:0,n:0,cr:0;
p:(0.745292,0.220288),h:0,n:0,cr:0;
p:(0.75036,0.267044),h:0,n:0,cr:0;
p:(0.777265,0.230778),h:0,n:0,cr:0;
p:(0.748404,0.263598),h:0,n:0,cr:0;
p:(0.744164,0.230768),h:0,n:0,cr:0;
p:(0.736413,0.26898),h:0,n:0,cr:0;
p:(0.777907,0.224183),h:0,n:0,cr:0;
p:(0.781376,0.221054),h:0,n:0,cr:0;
p:(0.753249,0.276867),h:0,n:0,cr:0;
p:(0.784222,0.232063),h:0,n:0,cr:0;
p:(0.749743,0.283458),h:0,n:0,cr:0;
p:(0.734282,0.289692),h:0,n:0,cr:0;
p:(0.769362,0.239252),h:0,n:0,cr:0;
p:(0.739513,0.230021),h:0,n:0,cr:0;
p:(0.765933,0.251135),h:0,n:0,cr:0;
p:(0.755496,0.301496),h:0,n:0,cr:0;
p:(0.757096,0.222185),h:0,n:0,cr:0;
p:(0.743961,0.274607),h:0,n:0,cr:0;
p:(0.762968,0.182012),h:0,n:0,cr:0;
p:(0.786326,0.21092),h:0,n:0,cr:0;
p:(0.748131,0.169183),h:0,n:0,cr:0;
p:(0.767517,0.180941),h:0,n:0,cr:0;
p:(0.766617,0.196659),h:0,n:0,cr:0;
p:(0.773303,0.204722),h:0,n:0,cr:0;
p:(0.754743,0.173862),h:0,n:0,cr:0;
p:(0.755514,0.19535),h:0,n:0,cr:0;
p:(0.750241,0.179011),h:0,n:0,cr:0;
p:(0.761379,0.198368),h:0,n:0,cr:0;
p:(0.764004,0.200484),h:0,n:0,cr:0;
p:(0.756079,0.209034),h:0,n:0,cr:0;
p:(0.394521,0.706067),h:0,n:0,cr:0;
p:(0.381762,0.678351),h:0,n:0,cr:0;
p:(0.326458,0.614859),h:0,n:0,cr:0;
p:(0.391178,0.708644),h:0,n:0,cr:0;
p:(0.377905,0.690794),h:0,n:0,cr:0;
p:(0.345753,0.659718),h:0,n:0,cr:0;
p:(0.351978,0.660021),h:0,n:0,cr:0;
p:(0.35991,0.64676),h:0,n:0,cr:0;
p:(0.382806,0.672425),h:0,n:0,cr:0;
p:(0.367921,0.664335),h:0,n:0,cr:0;
p:(0.334606,0.635708),h:0,n:0,cr:0;
p:(0.396182,0.708676),h:0,n:0,cr:0;
p:(0.374988,0.698349),h:0,n:0,cr:0;
p:(0.384795,0.720204),h:0,n:0,cr:0;
p:(0.381027,0.693651),h:0,n:0,cr:0;
p:(0.393728,0.714344),h:0,n:0,cr:0;
p:(0.37114,0.674768),h:0,n:0,cr:0;
p:(0.372015,0.676453),h:0,n:0,cr:0;
p:(0.34095,0.650861),h:0,n:0,cr:0;
p:(0.393126,0.714771),h:0,n:0,cr:0;
p:(0.388188,0.725727),h:0,n:0,cr:0;
p:(0.386089,0.679466),h:0,n:0,cr:0;
p:(0.380951,0.726843),h:0,n:0,cr:0;
p:(0.349563,0.647388),h:0,n:0,cr:0;
p:(0.380711,0.722682),h:0,n:0,cr:0;
p:(0.341268,0.658907),h:0,n:0,cr:0;
p:(0.343664,0.641922),h:0,n:0,cr:0;
p:(0.378885,0.722781),h:0,n:0,cr:0;
p:(0.380867,0.722857),h:0,n:0,cr:0;
p:(0.35368,0.680203),h:0,n:0,cr:0;
p:(0.376001,0.711319),h:0,n:0,cr:0;
p:(0.337903,0.636494),h:0,n:0,cr:0;
p:(0.380567,0.697082),h:0,n:0,cr:0;
p:(0.355742,0.64813),h:0,n:0,cr:0;
p:(0.330162,0.633466),h:0,n:0,cr:0;
p:(0.343254,0.660956),h:0,n:0,cr:0;
p:(0.35036,0.68667),h:0,n:0,cr:0;
p:(0.362154,0.718867),h:0,n:0,cr:0;
p:(0.321478,0.66796),h:0,n:0,cr:0;
p:(0.34154,0.692463),h:0,n:0,cr:0;
p:(0.333217,0.679287),h:0,n:0,cr:0;
p:(0.309961,0.653787),h:0,n:0,cr:0;
p:(0.324591,0.702437),h:0,n:0,cr:0;
p:(0.338199,0.659901),h:0,n:0,cr:0;
p:(0.32207,0.702641),h:0,n:0,cr:0;
p:(0.348555,0.712244),h:0,n:0,cr:0;
p:(0.342735,0.679643),h:0,n:0,cr:0;
p:(0.340664,0.680667),h:0,n:0,cr:0;
p:(0.329894,0.645801),h:0,n:0,cr:0;
p:(0.320011,0.644437),h:0,n:0,cr:0;
p:(0.348307,0.705687),h:0,n:0,cr:0;
